lr,batch_size,num_layers,hidden_size,dropout_rate,init,test_loss
0.00031622776601683794,32,7,200,0.2,xavier,0.016283510252833366
0.00031622776601683794,32,7,200,0.3,he,0.01992909051477909
0.00031622776601683794,32,7,200,0.3,xavier,0.01682537980377674
0.00031622776601683794,32,7,200,0.4,he,0.030739685520529747
0.00031622776601683794,32,7,200,0.4,xavier,0.02175000309944153
0.00031622776601683794,32,7,200,0.5,he,0.043632082641124725
0.00031622776601683794,32,7,200,0.5,xavier,0.04320402815937996
0.00031622776601683794,32,7,300,0.2,he,0.01695157401263714
0.00031622776601683794,32,7,300,0.2,xavier,0.015694687142968178
0.00031622776601683794,32,7,300,0.3,he,0.02140611968934536
0.00031622776601683794,32,7,300,0.3,xavier,0.016706060618162155
0.00031622776601683794,32,7,300,0.4,he,0.030571607872843742
0.00031622776601683794,32,7,300,0.4,xavier,0.019221389666199684
0.00031622776601683794,32,7,300,0.5,he,0.042411260306835175
0.00031622776601683794,32,7,300,0.5,xavier,0.02863481640815735
0.00031622776601683794,32,7,400,0.2,he,0.016579244285821915
0.00031622776601683794,32,7,400,0.2,xavier,0.01560245081782341
0.00031622776601683794,32,7,400,0.3,he,0.01731465384364128
0.00031622776601683794,32,7,400,0.3,xavier,0.017131097614765167
0.00031622776601683794,32,7,400,0.4,he,0.023312967270612717
0.00031622776601683794,32,7,400,0.4,xavier,0.0192791149020195
0.00031622776601683794,32,7,400,0.5,he,0.0349138081073761
0.00031622776601683794,32,7,400,0.5,xavier,0.02429349347949028
0.00031622776601683794,32,7,500,0.2,he,0.016553854569792747
0.00031622776601683794,32,7,500,0.2,xavier,0.016199510544538498
0.00031622776601683794,32,7,500,0.3,he,0.018601739779114723
0.00031622776601683794,32,7,500,0.3,xavier,0.016106296330690384
0.00031622776601683794,32,7,500,0.4,he,0.0281362421810627
0.00031622776601683794,32,7,500,0.4,xavier,0.018496034666895866
0.00031622776601683794,32,7,500,0.5,he,0.03230307251214981
0.00031622776601683794,32,7,500,0.5,xavier,0.024055013433098793
0.001,32,3,50,0.2,he,0.015555588528513908
0.001,32,3,50,0.2,xavier,0.01551318820565939
0.001,32,3,50,0.3,he,0.01606266014277935
0.001,32,3,50,0.3,xavier,0.015602496452629566
0.001,32,3,50,0.4,he,0.01647993177175522
0.001,32,3,50,0.4,xavier,0.016064582392573357
0.001,32,3,50,0.5,he,0.016855578869581223
0.001,32,3,50,0.5,xavier,0.016750440001487732
0.001,32,3,100,0.2,he,0.015541485510766506
0.001,32,3,100,0.2,xavier,0.015330973081290722
0.001,32,3,100,0.3,he,0.015523417852818966
0.001,32,3,100,0.3,xavier,0.015296103432774544
0.001,32,3,100,0.4,he,0.015623587183654308
0.001,32,3,100,0.4,xavier,0.015417682938277721
0.001,32,3,100,0.5,he,0.015902910381555557
0.001,32,3,100,0.5,xavier,0.015933537855744362
0.001,32,3,200,0.2,he,0.015521766617894173
0.001,32,3,200,0.2,xavier,0.015469800680875778
0.001,32,3,200,0.3,he,0.015395397320389748
0.001,32,3,200,0.3,xavier,0.015424404293298721
0.001,32,3,200,0.4,he,0.015424620360136032
0.001,32,3,200,0.4,xavier,0.015476696193218231
0.001,32,3,200,0.5,he,0.015630798414349556
0.001,32,3,200,0.5,xavier,0.015396234579384327
0.001,32,3,300,0.2,he,0.015687186270952225
0.001,32,3,300,0.2,xavier,0.015720130875706673
0.001,32,3,300,0.3,he,0.015353896655142307
0.001,32,3,300,0.3,xavier,0.015338195487856865
0.001,32,3,300,0.4,he,0.015399742871522903
0.001,32,3,300,0.4,xavier,0.01523145567625761
0.001,32,3,300,0.5,he,0.015454534441232681
0.001,32,3,300,0.5,xavier,0.015431180596351624
0.001,32,3,400,0.2,he,0.015851803123950958
0.001,32,3,400,0.2,xavier,0.015771031379699707
0.001,32,3,400,0.3,he,0.015508088283240795
0.001,32,3,400,0.3,xavier,0.015491197817027569
0.001,32,3,400,0.4,he,0.015359281562268734
0.001,32,3,400,0.4,xavier,0.015588023699820042
0.001,32,3,400,0.5,he,0.015472975559532642
0.001,32,3,400,0.5,xavier,0.015307041816413403
0.001,32,3,500,0.2,he,0.015901030972599983
0.001,32,3,500,0.2,xavier,0.01594558358192444
0.001,32,3,500,0.3,he,0.0156655665487051
0.001,32,3,500,0.3,xavier,0.015502119436860085
0.001,32,3,500,0.4,he,0.015464602038264275
0.001,32,3,500,0.4,xavier,0.015381124801933765
0.001,32,3,500,0.5,he,0.015500339679419994
0.001,32,3,500,0.5,xavier,0.015469328500330448
0.001,32,4,50,0.2,he,0.015605838038027287
0.001,32,4,50,0.2,xavier,0.015683569014072418
0.001,32,4,50,0.3,he,0.01581176370382309
0.001,32,4,50,0.3,xavier,0.015763884410262108
0.001,32,4,50,0.4,he,0.017352687194943428
0.001,32,4,50,0.4,xavier,0.01591111533343792
0.001,32,4,50,0.5,he,0.019539128988981247
0.001,32,4,50,0.5,xavier,0.018825192004442215
0.001,32,4,100,0.2,he,0.015272121876478195
0.001,32,4,100,0.2,xavier,0.015043924562633038
0.001,32,4,100,0.3,he,0.01531591173261404
0.001,32,4,100,0.3,xavier,0.015217951498925686
0.001,32,4,100,0.4,he,0.015678828582167625
0.001,32,4,100,0.4,xavier,0.015508097596466541
0.001,32,4,100,0.5,he,0.017145389690995216
0.001,32,4,100,0.5,xavier,0.01587325520813465
0.001,32,4,200,0.2,he,0.015451733954250813
0.001,32,4,200,0.2,xavier,0.015265367925167084
0.001,32,4,200,0.3,he,0.015352033078670502
0.001,32,4,200,0.3,xavier,0.015135467052459717
0.001,32,4,200,0.4,he,0.01538259256631136
0.001,32,4,200,0.4,xavier,0.015343270264565945
0.001,32,4,200,0.5,he,0.015840094536542892
0.001,32,4,200,0.5,xavier,0.015438792295753956
0.001,32,4,300,0.2,he,0.015402959659695625
0.001,32,4,300,0.2,xavier,0.015131915919482708
0.001,32,4,300,0.3,he,0.015285378322005272
0.001,32,4,300,0.3,xavier,0.015197108499705791
0.001,32,4,300,0.4,he,0.015339435078203678
0.001,32,4,300,0.4,xavier,0.0151699623093009
0.001,32,4,300,0.5,he,0.01533414889127016
0.001,32,4,300,0.5,xavier,0.015332505106925964
0.001,32,4,400,0.2,he,0.015535203740000725
0.001,32,4,400,0.2,xavier,0.01530127041041851
0.001,32,4,400,0.3,he,0.01538168452680111
0.001,32,4,400,0.3,xavier,0.014989287592470646
0.001,32,4,400,0.4,he,0.015420411713421345
0.001,32,4,400,0.4,xavier,0.014967013150453568
0.001,32,4,400,0.5,he,0.015287798829376698
0.001,32,4,400,0.5,xavier,0.015369145199656487
0.001,32,4,500,0.2,he,0.015823351219296455
0.001,32,4,500,0.2,xavier,0.01553735788911581
0.001,32,4,500,0.3,he,0.015291597694158554
0.001,32,4,500,0.3,xavier,0.015316512435674667
0.001,32,4,500,0.4,he,0.015258113853633404
0.001,32,4,500,0.4,xavier,0.015359983779489994
0.001,32,4,500,0.5,he,0.015425513498485088
0.001,32,4,500,0.5,xavier,0.015389637090265751
0.001,32,5,50,0.2,he,0.01560039259493351
0.001,32,5,50,0.2,xavier,0.01574079878628254
0.001,32,5,50,0.3,he,0.016634229570627213
0.001,32,5,50,0.3,xavier,0.016419585794210434
0.001,32,5,50,0.4,he,0.021159451454877853
0.001,32,5,50,0.4,xavier,0.01767517626285553
0.001,32,5,50,0.5,he,0.030276954174041748
0.001,32,5,50,0.5,xavier,0.02296207845211029
0.001,32,5,100,0.2,he,0.015269902534782887
0.001,32,5,100,0.2,xavier,0.01536876242607832
0.001,32,5,100,0.3,he,0.015923403203487396
0.001,32,5,100,0.3,xavier,0.015377734787762165
0.001,32,5,100,0.4,he,0.016846926882863045
0.001,32,5,100,0.4,xavier,0.0160285122692585
0.001,32,5,100,0.5,he,0.017756769433617592
0.001,32,5,100,0.5,xavier,0.018502729013562202
0.001,32,5,200,0.2,he,0.015458500012755394
0.001,32,5,200,0.2,xavier,0.0152847059071064
0.001,32,5,200,0.3,he,0.015274477191269398
0.001,32,5,200,0.3,xavier,0.015193909406661987
0.001,32,5,200,0.4,he,0.015728896483778954
0.001,32,5,200,0.4,xavier,0.01533781923353672
0.001,32,5,200,0.5,he,0.016323242336511612
0.001,32,5,200,0.5,xavier,0.015291674993932247
0.001,32,5,300,0.2,he,0.015443340875208378
0.001,32,5,300,0.2,xavier,0.01541801355779171
0.001,32,5,300,0.3,he,0.015195891261100769
0.001,32,5,300,0.3,xavier,0.015366123989224434
0.001,32,5,300,0.4,he,0.01571071892976761
0.001,32,5,300,0.4,xavier,0.015418062917888165
0.001,32,5,300,0.5,he,0.015662765130400658
0.001,32,5,300,0.5,xavier,0.015296031720936298
0.001,32,5,400,0.2,he,0.015410488471388817
0.001,32,5,400,0.2,xavier,0.015748776495456696
0.001,32,5,400,0.3,he,0.01505117118358612
0.001,32,5,400,0.3,xavier,0.015121164731681347
0.001,32,5,400,0.4,he,0.015151523053646088
0.001,32,5,400,0.4,xavier,0.015187297016382217
0.001,32,5,400,0.5,he,0.015926415100693703
0.001,32,5,400,0.5,xavier,0.015346319414675236
0.001,32,5,500,0.2,he,0.015387500636279583
0.001,32,5,500,0.2,xavier,0.015382159501314163
0.001,32,5,500,0.3,he,0.015290950424969196
0.001,32,5,500,0.3,xavier,0.015187117271125317
0.001,32,5,500,0.4,he,0.01542681735008955
0.001,32,5,500,0.4,xavier,0.015274431556463242
0.001,32,5,500,0.5,he,0.01552719809114933
0.001,32,5,500,0.5,xavier,0.015381760895252228
0.001,32,6,50,0.2,he,0.01630527526140213
0.001,32,6,50,0.2,xavier,0.01601281203329563
0.001,32,6,50,0.3,he,0.018347639590501785
0.001,32,6,50,0.3,xavier,0.01773201860487461
0.001,32,6,50,0.4,he,0.025207843631505966
0.001,32,6,50,0.4,xavier,0.0186759103089571
0.001,32,6,50,0.5,he,0.039305102080106735
0.001,32,6,50,0.5,xavier,0.03208716958761215
0.001,32,6,100,0.2,he,0.01550757884979248
0.001,32,6,100,0.2,xavier,0.015299508348107338
0.001,32,6,100,0.3,he,0.016239004209637642
0.001,32,6,100,0.3,xavier,0.015802863985300064
0.001,32,6,100,0.4,he,0.017374079674482346
0.001,32,6,100,0.4,xavier,0.016805797815322876
0.001,32,6,100,0.5,he,0.025061076506972313
0.001,32,6,100,0.5,xavier,0.021377013996243477
0.001,32,6,200,0.2,he,0.0154885808005929
0.001,32,6,200,0.2,xavier,0.015247924253344536
0.001,32,6,200,0.3,he,0.015415153466165066
0.001,32,6,200,0.3,xavier,0.01540797296911478
0.001,32,6,200,0.4,he,0.015593663789331913
0.001,32,6,200,0.4,xavier,0.015953224152326584
0.001,32,6,200,0.5,he,0.017312873154878616
0.001,32,6,200,0.5,xavier,0.016555896028876305
0.001,32,6,300,0.2,he,0.015352443791925907
0.001,32,6,300,0.2,xavier,0.015292460098862648
0.001,32,6,300,0.3,he,0.015400908887386322
0.001,32,6,300,0.3,xavier,0.015195472165942192
0.001,32,6,300,0.4,he,0.016137240454554558
0.001,32,6,300,0.4,xavier,0.015323667787015438
0.001,32,6,300,0.5,he,0.01630857214331627
0.001,32,6,300,0.5,xavier,0.015597518533468246
0.001,32,6,400,0.2,he,0.015601837076246738
0.001,32,6,400,0.2,xavier,0.015146693214774132
0.001,32,6,400,0.3,he,0.015250063501298428
0.001,32,6,400,0.3,xavier,0.015434696339070797
0.001,32,6,400,0.4,he,0.01585107110440731
0.001,32,6,400,0.4,xavier,0.015181493945419788
0.001,32,6,400,0.5,he,0.016262628138065338
0.001,32,6,400,0.5,xavier,0.015538289211690426
0.001,32,6,500,0.2,he,0.015584351494908333
0.001,32,6,500,0.2,xavier,0.015585199929773808
0.001,32,6,500,0.3,he,0.015522371046245098
0.001,32,6,500,0.3,xavier,0.015292009338736534
0.001,32,6,500,0.4,he,0.015415694564580917
0.001,32,6,500,0.4,xavier,0.015394682995975018
0.001,32,6,500,0.5,he,0.01540098525583744
0.001,32,6,500,0.5,xavier,0.01550060324370861
0.001,32,7,50,0.2,he,0.016965758055448532
0.001,32,7,50,0.2,xavier,0.016814615577459335
0.001,32,7,50,0.3,he,0.020573269575834274
0.001,32,7,50,0.3,xavier,0.01814826764166355
0.001,32,7,50,0.4,he,0.027462279424071312
0.001,32,7,50,0.4,xavier,0.024267833679914474
0.001,32,7,50,0.5,he,0.04230187460780144
0.001,32,7,50,0.5,xavier,0.04249940812587738
0.001,32,7,100,0.2,he,0.015909375622868538
0.001,32,7,100,0.2,xavier,0.01554021891206503
0.001,32,7,100,0.3,he,0.016878535971045494
0.001,32,7,100,0.3,xavier,0.01675824448466301
0.001,32,7,100,0.4,he,0.018819451332092285
0.001,32,7,100,0.4,xavier,0.017078841105103493
0.001,32,7,100,0.5,he,0.03348275646567345
0.001,32,7,100,0.5,xavier,0.025857899338006973
0.001,32,7,200,0.2,he,0.01549697294831276
0.001,32,7,200,0.2,xavier,0.015298827551305294
0.001,32,7,200,0.3,he,0.015671495348215103
0.001,32,7,200,0.3,xavier,0.01567120850086212
0.001,32,7,200,0.4,he,0.015629785135388374
0.001,32,7,200,0.4,xavier,0.01644013449549675
0.001,32,7,200,0.5,he,0.020000142976641655
0.001,32,7,200,0.5,xavier,0.018279623240232468
0.001,32,7,300,0.2,he,0.015483109280467033
0.001,32,7,300,0.2,xavier,0.015352475456893444
0.001,32,7,300,0.3,he,0.015802891924977303
0.001,32,7,300,0.3,xavier,0.015288906171917915
0.001,32,7,300,0.4,he,0.015788553282618523
0.001,32,7,300,0.4,xavier,0.015628252178430557
0.001,32,7,300,0.5,he,0.018016213551163673
0.001,32,7,300,0.5,xavier,0.015930786728858948
0.001,32,7,400,0.2,he,0.015472332946956158
0.001,32,7,400,0.2,xavier,0.015499220229685307
0.001,32,7,400,0.3,he,0.015479170717298985
0.001,32,7,400,0.3,xavier,0.015246487222611904
0.001,32,7,400,0.4,he,0.01598033867776394
0.001,32,7,400,0.4,xavier,0.015189077705144882
0.001,32,7,400,0.5,he,0.016654612496495247
0.001,32,7,400,0.5,xavier,0.01579836942255497
0.001,32,7,500,0.2,he,0.015419651754200459
0.001,32,7,500,0.2,xavier,0.01543585304170847
0.001,32,7,500,0.3,he,0.01559881865978241
0.001,32,7,500,0.3,xavier,0.015437625348567963
0.001,32,7,500,0.4,he,0.015641750767827034
0.001,32,7,500,0.4,xavier,0.01542903296649456
0.001,32,7,500,0.5,he,0.01670067198574543
0.001,32,7,500,0.5,xavier,0.01566733792424202
